Apr 10 00:00:00 pisces-1 newsyslog[28395]: logfile turned over
113.142.9.75 www.sysu.edu.cn - [10/Apr/2013:00:00:01 +0800] "GET /2012/mainslide/jquery.css HTTP/1.1" 200 3731 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:32 +0800] "GET /2012/cn/index.htm HTTP/1.1" 200 25256 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
210.184.124.138 202.116.64.9 - [10/Apr/2013:00:00:32 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
158.132.255.57 202.116.64.9 - [10/Apr/2013:00:00:32 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/css/layout.css HTTP/1.1" 200 2792 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/css/screen.css HTTP/1.1" 200 18669 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /publish/info.js HTTP/1.1" 200 42176 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/js/display.js HTTP/1.1" 200 9536 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/homepage.css HTTP/1.1" 200 3295 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/jquery.css HTTP/1.1" 200 3731 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/jquery.js HTTP/1.1" 200 102379 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/jquery_002.js HTTP/1.1" 200 16975 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/custom.js HTTP/1.1" 200 2608 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
202.181.134.51 202.116.64.9 - [10/Apr/2013:00:00:33 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/mainslide/ga.js HTTP/1.1" 200 37362 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/js/slider.js HTTP/1.1" 200 4081 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/logo.jpg HTTP/1.1" 200 9818 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/en-version.jpg HTTP/1.1" 200 1962 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/campus-south.jpg HTTP/1.1" 200 4455 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/campus-north.jpg HTTP/1.1" 200 4243 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/campus-zhuhai.jpg HTTP/1.1" 200 3445 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/bodybg.jpg HTTP/1.1" 200 357 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/cnsearchbotton.png HTTP/1.1" 200 2331 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
210.184.124.138 202.116.64.9 - [10/Apr/2013:00:00:33 +0800] "HEAD / HTTP/1.0" 200 0 "-" "HTTPing v1.4.4"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/campus-east.jpg HTTP/1.1" 200 3804 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/home.gif HTTP/1.1" 200 532 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/f1.jpg HTTP/1.1" 200 2842 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/nav-spe.jpg HTTP/1.1" 200 424 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/f2.jpg HTTP/1.1" 200 4086 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
172.18.7.19 www.sysu.edu.cn - [10/Apr/2013:00:00:33 +0800] "GET /2012/images/f3.jpg HTTP/1.1" 200 3519 "http://www.sysu.edu.cn/2012/cn/index.htm" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB6.6; QQDownload 708; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IEShow Toolbar; IEShow stock01ToolBar; InfoPath.1; BRI/2)"
